posicao_sk;#corrida_sk;#piloto_sk;#construtor_sk;total_pontos;posicao_campeonato;total_vitorias;standing_brz_id_auditoria
1;18;1;;10.0;1;1;1
2;18;2;;8.0;2;0;2
3;18;3;;6.0;3;0;3
4;18;4;;5.0;4;0;4
5;18;5;;4.0;5;0;5
6;18;6;;3.0;6;0;6
7;18;7;;2.0;7;0;7
8;18;8;;1.0;8;0;8
9;19;1;;14.0;1;1;9
10;19;2;;11.0;3;0;10
11;19;3;;6.0;6;0;11
12;19;4;;6.0;7;0;12
13;19;5;;10.0;4;0;13
14;19;6;;3.0;9;0;14
15;19;7;;2.0;10;0;15
16;19;8;;11.0;2;1;16
17;19;9;;8.0;5;0;17
18;19;15;;5.0;8;0;18
19;19;17;;2.0;11;0;19
20;19;14;;0.0;12;0;20
21;19;18;;0.0;13;0;21
22;19;12;;0.0;14;0;22
23;19;21;;0.0;15;0;23
24;19;22;;0.0;16;0;24
25;19;19;;0.0;17;0;25
26;19;11;;0.0;18;0;26
27;20;1;;14.0;3;1;27
28;20;2;;16.0;2;0;28
29;20;3;;7.0;8;0;29
30;20;4;;6.0;9;0;30
31;20;5;;14.0;5;0;31
32;20;6;;3.0;11;0;32
33;20;7;;2.0;12;0;33
34;20;8;;19.0;1;1;34
35;20;9;;14.0;4;0;35
36;20;15;;8.0;7;0;36
37;20;17;;4.0;10;0;37
38;20;14;;0.0;13;0;38
39;20;18;;0.0;15;0;39
40;20;12;;0.0;17;0;40
41;20;21;;0.0;18;0;41
42;20;22;;0.0;16;0;42
43;20;19;;0.0;19;0;43
44;20;11;;0.0;20;0;44
45;20;13;;10.0;6;1;45
46;20;10;;0.0;14;0;46
47;20;16;;0.0;21;0;47
48;21;1;;20.0;2;1;48
49;21;2;;16.0;5;0;49
50;21;3;;7.0;9;0;50
51;21;4;;6.0;10;0;51
52;21;5;;14.0;6;0;52
53;21;6;;5.0;11;0;53
54;21;7;;2.0;13;0;54
55;21;8;;29.0;1;2;55
56;21;9;;19.0;3;0;56
57;21;15;;9.0;7;0;57
58;21;17;;8.0;8;0;58
59;21;14;;0.0;15;0;59
60;21;18;;3.0;12;0;60
61;21;12;;0.0;18;0;61
62;21;21;;0.0;16;0;62
63;21;22;;0.0;17;0;63
64;21;19;;0.0;20;0;64
65;21;11;;0.0;19;0;65
66;21;13;;18.0;4;1;66
67;21;10;;0.0;14;0;67
68;21;16;;0.0;21;0;68
69;22;1;;28.0;3;1;69
70;22;2;;20.0;5;0;70
71;22;3;;8.0;10;0;71
72;22;4;;9.0;8;0;72
73;22;5;;14.0;6;0;73
74;22;6;;5.0;11;0;74
75;22;7;;2.0;13;0;75
76;22;8;;35.0;1;2;76
77;22;9;;24.0;4;0;77
78;22;15;;9.0;9;0;78
79;22;17;;10.0;7;0;79
80;22;14;;0.0;14;0;80
81;22;18;;3.0;12;0;81
82;22;12;;0.0;18;0;82
83;22;21;;0.0;16;0;83
84;22;22;;0.0;17;0;84
85;22;19;;0.0;20;0;85
86;22;11;;0.0;19;0;86
87;22;13;;28.0;2;2;87
88;22;10;;0.0;15;0;88
89;22;16;;0.0;21;0;89
90;22;20;;0.0;22;0;90
91;23;1;;38.0;1;2;91
92;23;2;;20.0;5;0;92
93;23;3;;8.0;10;0;93
94;23;4;;9.0;8;0;94
95;23;5;;15.0;6;0;95
96;23;6;;7.0;11;0;96
97;23;7;;2.0;15;0;97
98;23;8;;35.0;2;2;98
99;23;9;;32.0;4;0;99
100;23;15;;9.0;9;0;100
101;23;17;;15.0;7;0;101
102;23;14;;0.0;16;0;102
103;23;18;;3.0;13;0;103
104;23;12;;0.0;19;0;104
105;23;21;;0.0;18;0;105
106;23;22;;3.0;14;0;106
107;23;19;;0.0;21;0;107
108;23;11;;0.0;20;0;108
109;23;13;;34.0;3;2;109
110;23;10;;0.0;17;0;110
111;23;16;;0.0;22;0;111
112;23;20;;4.0;12;0;112
113;24;1;;38.0;2;2;113
114;24;2;;28.0;5;0;114
115;24;3;;8.0;10;0;115
116;24;4;;9.0;9;0;116
117;24;5;;15.0;6;0;117
118;24;6;;7.0;11;0;118
119;24;7;;2.0;17;0;119
120;24;8;;35.0;4;2;120
121;24;9;;42.0;1;1;121
122;24;15;;12.0;8;0;122
123;24;17;;15.0;7;0;123
124;24;14;;6.0;12;0;124
125;24;18;;3.0;16;0;125
126;24;12;;0.0;19;0;126
127;24;21;;0.0;18;0;127
128;24;22;;5.0;15;0;128
129;24;19;;0.0;21;0;129
130;24;11;;0.0;20;0;130
131;24;13;;38.0;3;2;131
132;24;10;;5.0;13;0;132
133;24;16;;0.0;22;0;133
134;24;20;;5.0;14;0;134
135;25;1;;38.0;4;2;135
136;25;2;;28.0;5;0;136
137;25;3;;8.0;10;0;137
138;25;4;;10.0;9;0;138
139;25;5;;20.0;6;0;139
140;25;6;;7.0;11;0;140
141;25;7;;2.0;18;0;141
142;25;8;;43.0;3;2;142
143;25;9;;46.0;2;1;143
144;25;15;;18.0;7;0;144
145;25;17;;18.0;8;0;145
146;25;14;;6.0;12;0;146
147;25;18;;3.0;16;0;147
148;25;12;;2.0;17;0;148
149;25;21;;0.0;19;0;149
150;25;22;;5.0;15;0;150
151;25;19;;0.0;21;0;151
152;25;11;;0.0;20;0;152
153;25;13;;48.0;1;3;153
154;25;10;;5.0;13;0;154
155;25;16;;0.0;22;0;155
156;25;20;;5.0;14;0;156
157;26;1;;48.0;1;3;157
158;26;2;;36.0;5;0;158
159;26;3;;8.0;11;0;159
160;26;4;;13.0;9;0;160
161;26;5;;24.0;6;0;161
162;26;6;;8.0;12;0;162
163;26;7;;2.0;17;0;163
164;26;8;;48.0;3;2;164
165;26;9;;46.0;4;1;165
166;26;15;;20.0;7;0;166
167;26;17;;18.0;8;0;167
168;26;14;;6.0;13;0;168
169;26;18;;3.0;16;0;169
170;26;12;;2.0;18;0;170
171;26;21;;0.0;19;0;171
172;26;22;;11.0;10;0;172
173;26;19;;0.0;21;0;173
174;26;11;;0.0;20;0;174
175;26;13;;48.0;2;3;175
176;26;10;;5.0;14;0;176
177;26;16;;0.0;22;0;177
178;26;20;;5.0;15;0;178
179;27;1;;58.0;1;4;179
180;27;2;;41.0;5;0;180
181;27;3;;8.0;12;0;181
182;27;4;;13.0;9;0;182
183;27;5;;28.0;6;0;183
184;27;6;;8.0;13;0;184
185;27;7;;2.0;18;0;185
186;27;8;;51.0;3;2;186
187;27;9;;48.0;4;1;187
188;27;15;;20.0;7;0;188
189;27;17;;18.0;8;0;189
190;27;14;;6.0;14;0;190
191;27;18;;3.0;17;0;191
192;27;12;;10.0;11;0;192
193;27;21;;0.0;19;0;193
194;27;22;;11.0;10;0;194
195;27;19;;0.0;22;0;195
196;27;11;;0.0;20;0;196
197;27;13;;54.0;2;3;197
198;27;10;;5.0;16;0;198
199;27;16;;0.0;21;0;199
200;27;20;;6.0;15;0;200
201;28;1;;62.0;1;4;201
202;28;2;;41.0;5;0;202
203;28;3;;8.0;13;0;203
204;28;4;;18.0;8;0;204
205;28;5;;38.0;6;1;205
206;28;6;;8.0;14;0;206
207;28;7;;2.0;18;0;207
208;28;8;;57.0;2;2;208
209;28;9;;49.0;4;1;209
210;28;15;;22.0;7;0;210
211;28;17;;18.0;9;0;211
212;28;14;;6.0;15;0;212
213;28;18;;3.0;17;0;213
214;28;12;;13.0;11;0;214
215;28;21;;0.0;19;0;215
216;28;22;;11.0;12;0;216
217;28;19;;0.0;22;0;217
218;28;11;;0.0;20;0;218
219;28;13;;54.0;3;3;219
220;28;10;;13.0;10;0;220
221;28;16;;0.0;21;0;221
222;28;20;;6.0;16;0;222
223;29;1;;70.0;1;4;223
224;29;2;;41.0;6;0;224
225;29;3;;9.0;13;0;225
226;29;4;;18.0;8;0;226
227;29;5;;43.0;5;1;227
228;29;6;;8.0;15;0;228
229;29;7;;2.0;18;0;229
230;29;8;;57.0;3;2;230
231;29;9;;55.0;4;1;231
232;29;15;;26.0;7;0;232
233;29;17;;18.0;9;0;233
234;29;14;;6.0;16;0;234
235;29;18;;3.0;17;0;235
236;29;12;;13.0;11;0;236
237;29;21;;0.0;19;0;237
238;29;22;;11.0;12;0;238
239;29;19;;0.0;22;0;239
240;29;11;;0.0;20;0;240
241;29;13;;64.0;2;4;241
242;29;10;;15.0;10;0;242
243;29;16;;0.0;21;0;243
244;29;20;;9.0;14;0;244
245;30;1;;76.0;1;4;245
246;30;2;;49.0;5;0;246
247;30;3;;9.0;14;0;247
248;30;4;;23.0;8;0;248
249;30;5;;43.0;6;1;249
250;30;6;;8.0;15;0;250
251;30;7;;4.0;17;0;251
252;30;8;;57.0;4;2;252
253;30;9;;58.0;3;1;253
254;30;15;;26.0;7;0;254
255;30;17;;19.0;9;0;255
256;30;14;;6.0;16;0;256
257;30;18;;3.0;18;0;257
258;30;12;;13.0;11;0;258
259;30;21;;0.0;19;0;259
260;30;22;;11.0;13;0;260
261;30;19;;0.0;22;0;261
262;30;11;;0.0;21;0;262
263;30;13;;74.0;2;5;263
264;30;10;;15.0;10;0;264
265;30;16;;0.0;20;0;265
266;30;20;;13.0;12;0;266
267;31;1;;78.0;1;4;267
268;31;2;;53.0;5;0;268
269;31;3;;9.0;14;0;269
270;31;4;;28.0;7;0;270
271;31;5;;51.0;6;1;271
272;31;6;;8.0;15;0;272
273;31;7;;4.0;17;0;273
274;31;8;;57.0;4;2;274
275;31;9;;64.0;3;1;275
276;31;15;;26.0;8;0;276
277;31;17;;20.0;10;0;277
278;31;14;;6.0;16;0;278
279;31;18;;3.0;18;0;279
280;31;12;;13.0;12;0;280
281;31;21;;0.0;19;0;281
282;31;22;;11.0;13;0;282
283;31;19;;0.0;22;0;283
284;31;11;;0.0;21;0;284
285;31;13;;77.0;2;5;285
286;31;10;;15.0;11;0;286
287;31;16;;0.0;20;0;287
288;31;20;;23.0;9;1;288
289;32;1;;84.0;1;4;289
290;32;2;;56.0;5;0;290
291;32;3;;17.0;12;0;291
292;32;4;;38.0;7;1;292
293;32;5;;51.0;6;1;293
294;32;6;;9.0;15;0;294
295;32;7;;4.0;17;0;295
296;32;8;;57.0;4;2;296
297;32;9;;64.0;3;1;297
298;32;15;;26.0;9;0;298
299;32;17;;20.0;11;0;299
300;32;14;;8.0;16;0;300
301;32;18;;3.0;18;0;301
302;32;12;;13.0;13;0;302
303;32;21;;0.0;19;0;303
304;32;22;;11.0;14;0;304
305;32;19;;0.0;22;0;305
306;32;11;;0.0;21;0;306
307;32;13;;77.0;2;5;307
308;32;10;;20.0;10;0;308
309;32;16;;0.0;20;0;309
310;32;20;;27.0;8;1;310
311;33;1;;84.0;1;4;311
312;33;2;;56.0;5;0;312
313;33;3;;17.0;13;0;313
314;33;4;;48.0;7;2;314
315;33;5;;51.0;6;1;315
316;33;6;;9.0;15;0;316
317;33;7;;4.0;17;0;317
318;33;8;;63.0;4;2;318
319;33;9;;72.0;3;1;319
320;33;15;;30.0;9;0;320
321;33;17;;21.0;10;0;321
322;33;14;;8.0;16;0;322
323;33;18;;3.0;18;0;323
324;33;12;;18.0;12;0;324
325;33;21;;0.0;19;0;325
326;33;22;;11.0;14;0;326
327;33;19;;0.0;22;0;327
328;33;11;;0.0;21;0;328
329;33;13;;79.0;2;5;329
330;33;10;;20.0;11;0;330
331;33;16;;0.0;20;0;331
332;33;20;;30.0;8;1;332
333;34;20;;30.0;8;1;3459
334;34;16;;0.0;20;0;3458
335;34;10;;22.0;10;0;3457
336;34;13;;87.0;2;5;3456
337;34;11;;0.0;21;0;3455
338;34;19;;0.0;22;0;3454
339;34;22;;11.0;14;0;3453
340;34;21;;0.0;19;0;3452
341;34;12;;19.0;12;0;3451
342;34;18;;3.0;18;0;3450
343;34;14;;8.0;16;0;3449
344;34;17;;21.0;11;0;3448
345;34;15;;30.0;9;0;3447
346;34;9;;75.0;3;1;3446
347;34;8;;69.0;4;2;3445
348;34;7;;4.0;17;0;3444
349;34;6;;9.0;15;0;3443
350;34;5;;51.0;7;1;3442
351;34;4;;53.0;6;2;3441
352;34;3;;17.0;13;0;3440
353;34;2;;60.0;5;0;3439
354;34;1;;94.0;1;5;3438
355;35;1;;98.0;1;5;355
356;35;2;;60.0;6;0;356
357;35;3;;17.0;13;0;357
358;35;4;;61.0;5;2;358
359;35;5;;53.0;7;1;359
360;35;6;;9.0;15;0;360
361;35;7;;4.0;17;0;361
362;35;8;;75.0;3;2;362
363;35;9;;75.0;4;1;363
364;35;15;;31.0;9;0;364
365;35;17;;21.0;11;0;365
366;35;14;;8.0;16;0;366
367;35;18;;3.0;18;0;367
368;35;12;;19.0;12;0;368
369;35;21;;0.0;19;0;369
370;35;22;;11.0;14;0;370
371;35;19;;0.0;22;0;371
372;35;11;;0.0;21;0;372
373;35;13;;97.0;2;6;373
374;35;10;;25.0;10;0;374
375;35;16;;0.0;20;0;375
376;35;20;;35.0;8;1;376
377;36;16;;0.0;17;0;13629
378;36;19;;0.0;16;0;13628
379;36;18;;0.0;15;0;13627
380;36;24;;0.0;14;0;13626
381;36;17;;0.0;13;0;13625
382;36;11;;0.0;12;0;13624
383;36;22;;0.0;11;0;13623
384;36;5;;0.0;10;0;13622
385;36;15;;0.0;9;0;13621
386;36;23;;1.0;8;0;13620
387;36;3;;2.0;7;0;13619
388;36;13;;3.0;6;0;13618
389;36;21;;4.0;5;0;13617
390;37;9;;0.0;20;0;13649
391;37;26;;0.0;17;0;13648
392;37;25;;0.0;11;0;13647
393;37;16;;0.0;19;0;13646
394;37;19;;0.0;18;0;13645
395;37;18;;0.0;15;0;13644
396;37;24;;0.0;16;0;13643
397;37;17;;0.0;12;0;13642
398;37;11;;0.0;14;0;13641
399;37;22;;0.0;13;0;13640
400;37;5;;1.0;9;0;13639
401;37;15;;2.0;7;0;13638
402;37;23;;1.0;10;0;13637
403;37;13;;7.0;6;0;13635
404;38;27;;0.0;18;0;13670
405;38;9;;3.0;8;0;13669
406;38;26;;0.0;19;0;13668
407;38;25;;0.0;12;0;13667
408;38;16;;0.0;20;0;13666
409;38;19;;0.0;21;0;13665
410;38;18;;0.0;16;0;13664
411;38;24;;0.0;17;0;13663
412;38;17;;0.0;13;0;13662
413;38;11;;0.0;15;0;13661
414;38;22;;0.0;14;0;13660
415;38;5;;1.0;10;0;13659
416;38;15;;4.0;7;0;13658
417;38;23;;1.0;11;0;13657
418;38;3;;2.0;9;0;13656
419;38;13;;17.0;4;1;13655
420;38;21;;8.0;6;0;13654
421;38;2;;15.0;5;0;13653
422;38;1;;22.0;3;0;13652
423;38;4;;22.0;1;1;13651
424;38;8;;22.0;2;1;13650
425;39;14;;4.0;9;0;13692
426;39;27;;0.0;20;0;13691
427;39;9;;8.0;6;0;13690
428;39;26;;0.0;22;0;13689
429;39;25;;0.0;14;0;13688
430;39;16;;0.0;19;0;13687
431;39;19;;0.0;17;0;13686
432;39;18;;0.0;18;0;13685
433;39;24;;0.0;21;0;13684
434;39;17;;0.0;16;0;13683
435;39;11;;1.0;12;0;13682
436;39;22;;0.0;15;0;13681
437;39;5;;3.0;11;0;13680
438;39;15;;4.0;10;0;13679
439;39;23;;1.0;13;0;13678
440;39;3;;5.0;8;0;13677
441;39;21;;8.0;7;0;13675
442;40;14;;4.0;9;0;13714
443;40;27;;0.0;21;0;13713
444;40;9;;12.0;7;0;13712
445;40;26;;0.0;15;0;13711
446;40;25;;2.0;12;0;13710
447;40;16;;0.0;20;0;13709
448;40;19;;0.0;19;0;13708
449;40;18;;0.0;18;0;13707
450;40;24;;0.0;22;0;13706
451;40;17;;0.0;17;0;13705
452;40;11;;1.0;13;0;13704
453;40;22;;0.0;16;0;13703
454;40;5;;3.0;11;0;13702
455;40;15;;4.0;10;0;13701
456;40;23;;1.0;14;0;13700
457;40;3;;5.0;8;0;13699
458;40;21;;13.0;6;0;13697
459;41;14;;4.0;11;0;13736
460;41;27;;0.0;21;0;13735
461;41;9;;12.0;7;0;13734
462;41;26;;0.0;16;0;13733
463;41;25;;8.0;8;0;13732
464;41;16;;0.0;20;0;13731
465;41;19;;0.0;18;0;13730
466;41;18;;0.0;19;0;13729
467;41;24;;0.0;22;0;13728
468;41;11;;4.0;12;0;13726
469;41;5;;8.0;9;0;13724
470;41;23;;2.0;14;0;13722
471;41;3;;5.0;10;0;13721
472;41;13;;33.0;3;2;13720
473;41;2;;26.0;5;0;13718
474;41;4;;40.0;2;2;13716
475;42;20;;1.0;16;0;13759
476;42;14;;4.0;12;0;13758
477;42;27;;0.0;22;0;13757
478;42;9;;12.0;7;0;13756
479;42;26;;0.0;17;0;13755
480;42;25;;8.0;9;0;13754
481;42;16;;0.0;21;0;13753
482;42;19;;0.0;19;0;13752
483;42;18;;0.0;20;0;13751
484;42;24;;0.0;23;0;13750
485;42;11;;4.0;13;0;13748
486;42;5;;12.0;8;0;13746
487;42;23;;2.0;15;0;13744
488;42;3;;5.0;11;0;13743
489;42;13;;39.0;3;2;13742
490;42;2;;26.0;5;0;13740
491;42;4;;48.0;2;2;13738
492;43;20;;1.0;17;0;13782
493;43;14;;4.0;12;0;13781
494;43;27;;0.0;22;0;13780
495;43;9;;17.0;6;0;13779
496;43;26;;0.0;18;0;13778
497;43;25;;8.0;9;0;13777
498;43;16;;0.0;21;0;13776
499;43;19;;0.0;20;0;13775
500;43;18;;1.0;16;0;13774
501;43;24;;0.0;23;0;13773
502;43;17;;2.0;14;0;13772
503;43;11;;4.0;13;0;13771
504;43;5;;12.0;8;0;13769
505;43;23;;2.0;15;0;13767
506;43;3;;5.0;11;0;13766
507;43;13;;47.0;3;2;13765
508;43;2;;30.0;5;0;13763
509;43;4;;50.0;2;2;13761
510;44;20;;1.0;17;0;13805
511;44;14;;4.0;12;0;13804
512;44;27;;0.0;22;0;13803
513;44;9;;22.0;6;0;13802
514;44;26;;0.0;19;0;13801
515;44;25;;8.0;9;0;13800
516;44;16;;0.0;21;0;13799
517;44;19;;0.0;20;0;13798
518;44;18;;1.0;16;0;13797
519;44;24;;0.0;23;0;13796
520;44;17;;2.0;14;0;13795
521;44;11;;4.0;13;0;13794
522;44;5;;14.0;8;0;13792
523;44;23;;2.0;15;0;13790
524;44;3;;5.0;11;0;13789
525;44;21;;17.0;7;0;13787
526;44;4;;58.0;2;2;13784
527;45;20;;1.0;17;0;13828
528;45;14;;8.0;11;0;13827
529;45;27;;0.0;22;0;13826
530;45;9;;24.0;6;0;13825
531;45;26;;0.0;19;0;13824
532;45;25;;13.0;9;0;13823
533;45;16;;0.0;21;0;13822
534;45;19;;0.0;20;0;13821
535;45;18;;1.0;16;0;13820
536;45;24;;0.0;23;0;13819
537;45;17;;8.0;10;0;13818
538;45;11;;4.0;14;0;13817
539;45;22;;0.0;18;0;13816
540;45;5;;15.0;8;0;13815
541;45;15;;7.0;12;0;13814
542;45;23;;2.0;15;0;13813
543;45;13;;59.0;3;2;13811
544;45;2;;36.0;5;0;13809
545;46;2;;42.0;5;0;13832
546;46;20;;1.0;17;0;13851
547;46;14;;8.0;11;0;13850
548;46;27;;0.0;22;0;13849
549;46;9;;28.0;6;0;13848
550;46;26;;0.0;19;0;13847
551;46;25;;13.0;9;0;13846
552;46;16;;0.0;21;0;13845
553;46;19;;0.0;20;0;13844
554;46;18;;1.0;16;0;13843
555;46;24;;0.0;23;0;13842
556;46;17;;8.0;10;0;13841
557;46;11;;4.0;15;0;13840
558;46;5;;16.0;8;0;13838
559;46;15;;7.0;13;0;13837
560;46;23;;5.0;14;0;13836
561;46;3;;7.0;12;0;13835
562;46;21;;17.0;7;0;13833
563;46;4;;73.0;2;3;13830
564;47;21;;17.0;8;0;13856
565;47;29;;0.0;24;0;13875
566;47;20;;1.0;17;0;13874
567;47;14;;8.0;12;0;13873
568;47;27;;0.0;22;0;13872
569;47;9;;29.0;6;0;13871
570;47;26;;0.0;19;0;13870
571;47;25;;13.0;9;0;13869
572;47;16;;0.0;21;0;13868
573;47;19;;0.0;20;0;13867
574;47;18;;1.0;16;0;13866
575;47;24;;0.0;23;0;13865
576;47;17;;8.0;11;0;13864
577;47;11;;4.0;15;0;13863
578;47;22;;0.0;18;0;13862
579;47;5;;19.0;7;0;13861
580;47;3;;9.0;10;0;13858
581;47;13;;69.0;3;3;13857
582;47;2;;47.0;5;0;13855
583;47;4;;79.0;2;3;13853
584;48;2;;52.0;5;0;13879
585;48;29;;0.0;24;0;13899
586;48;20;;1.0;17;0;13898
587;48;14;;8.0;12;0;13897
588;48;27;;0.0;22;0;13896
589;48;9;;33.0;6;0;13895
590;48;26;;0.0;19;0;13894
591;48;25;;13.0;9;0;13893
592;48;16;;0.0;21;0;13892
593;48;19;;0.0;20;0;13891
594;48;18;;2.0;16;0;13890
595;48;24;;0.0;23;0;13889
596;48;17;;8.0;11;0;13888
597;48;11;;4.0;15;0;13887
598;48;22;;0.0;18;0;13886
599;48;5;;21.0;7;0;13885
600;48;15;;7.0;13;0;13884
601;48;13;;69.0;4;3;13881
602;48;21;;17.0;8;0;13880
603;48;4;;89.0;2;4;13877
604;49;2;;56.0;5;0;13903
605;49;29;;0.0;24;0;13923
606;49;20;;1.0;17;0;13922
607;49;14;;8.0;12;0;13921
608;49;27;;0.0;23;0;13920
609;49;9;;33.0;6;0;13919
610;49;26;;0.0;19;0;13918
611;49;25;;13.0;10;0;13917
612;49;16;;0.0;22;0;13916
613;49;19;;0.0;20;0;13915
614;49;18;;2.0;16;0;13914
615;49;24;;0.0;21;0;13913
616;49;17;;10.0;11;0;13912
617;49;11;;4.0;15;0;13911
618;49;22;;0.0;18;0;13910
619;49;5;;22.0;7;0;13909
620;49;15;;7.0;13;0;13908
621;49;13;;77.0;4;3;13905
622;49;21;;17.0;8;0;13904
623;49;4;;95.0;2;4;13901
624;50;2;;56.0;5;0;13927
625;50;29;;0.0;23;0;13947
626;50;20;;1.0;18;0;13946
627;50;14;;13.0;11;0;13945
628;50;27;;0.0;24;0;13944
629;50;9;;35.0;6;0;13943
630;50;26;;0.0;21;0;13942
631;50;25;;13.0;10;0;13941
632;50;16;;1.0;17;0;13940
633;50;19;;0.0;22;0;13939
634;50;18;;2.0;16;0;13938
635;50;24;;0.0;20;0;13937
636;50;17;;10.0;12;0;13936
637;50;11;;4.0;15;0;13935
638;50;22;;0.0;19;0;13934
639;50;5;;30.0;7;0;13933
640;50;15;;7.0;13;0;13932
641;50;13;;80.0;4;3;13929
642;50;21;;21.0;8;0;13928
643;50;4;;95.0;2;4;13925
644;51;2;;58.0;5;0;13951
645;51;29;;0.0;23;0;13971
646;51;20;;6.0;14;0;13970
647;51;14;;14.0;10;0;13969
648;51;27;;0.0;24;0;13968
649;51;9;;35.0;6;0;13967
650;51;26;;0.0;21;0;13966
651;51;25;;13.0;11;0;13965
652;51;16;;1.0;19;0;13964
653;51;19;;0.0;22;0;13963
654;51;18;;6.0;15;0;13962
655;51;24;;3.0;18;0;13961
656;51;17;;10.0;12;0;13960
657;51;11;;4.0;17;0;13959
658;51;22;;0.0;20;0;13958
659;51;5;;30.0;7;0;13957
660;51;15;;7.0;13;0;13956
661;51;23;;5.0;16;0;13955
662;51;13;;86.0;4;3;13953
663;51;21;;21.0;8;0;13952
664;51;4;;103.0;2;4;13949
665;52;8;;110.0;1;6;13972
666;52;6;;0.0;22;0;13996
667;52;29;;0.0;24;0;13995
668;52;20;;6.0;14;0;13994
669;52;14;;14.0;10;0;13993
670;52;27;;0.0;25;0;13992
671;52;9;;39.0;6;0;13991
672;52;26;;0.0;21;0;13990
673;52;25;;13.0;11;0;13989
674;52;16;;1.0;19;0;13988
675;52;19;;0.0;23;0;13987
676;52;18;;6.0;15;0;13986
677;52;24;;3.0;18;0;13985
678;52;17;;10.0;12;0;13984
679;52;11;;4.0;17;0;13983
680;52;22;;0.0;20;0;13982
681;52;5;;30.0;7;0;13981
682;52;15;;8.0;13;0;13980
683;52;23;;5.0;16;0;13979
684;52;3;;20.0;9;0;13978
685;52;13;;94.0;4;3;13977
686;52;2;;61.0;5;0;13975
687;52;4;;109.0;3;4;13973
688;53;11;;0.0;18;0;12824
689;53;33;;0.0;17;0;12823
690;53;15;;0.0;16;0;12822
691;53;22;;0.0;15;0;12821
692;53;23;;0.0;14;0;12820
693;53;26;;0.0;13;0;12819
694;53;2;;0.0;12;0;12818
695;53;24;;0.0;11;0;12817
696;53;14;;0.0;10;0;12816
697;53;13;;0.0;9;0;12815
698;53;32;;1.0;8;0;12814
699;53;3;;2.0;7;0;12813
700;53;17;;3.0;6;0;12812
701;53;31;;4.0;5;0;12811
702;53;18;;5.0;4;0;12810
703;53;8;;6.0;3;0;12809
704;53;30;;8.0;2;0;12808
705;53;4;;10.0;1;1;12807
706;54;27;;0.0;17;0;12845
707;54;35;;2.0;10;0;12844
708;54;21;;10.0;4;1;12843
709;54;11;;0.0;21;0;12842
710;54;33;;0.0;19;0;12841
711;54;15;;0.0;13;0;12840
712;54;22;;0.0;14;0;12839
713;54;23;;1.0;11;0;12838
714;54;26;;0.0;20;0;12837
715;54;2;;0.0;18;0;12836
716;54;24;;0.0;16;0;12835
717;54;14;;0.0;15;0;12834
718;54;13;;4.0;7;0;12833
719;54;32;;1.0;12;0;12832
720;54;3;;2.0;9;0;12831
721;54;17;;3.0;8;0;12830
722;54;31;;9.0;5;0;12829
723;54;18;;11.0;3;0;12828
724;54;8;;6.0;6;0;12827
725;54;30;;11.0;2;0;12826
726;54;4;;18.0;1;1;12825
727;55;34;;0.0;22;0;12867
728;55;27;;0.0;19;0;12866
729;55;35;;5.0;9;0;12865
730;55;21;;14.0;2;1;12864
731;55;11;;0.0;20;0;12863
732;55;33;;0.0;21;0;12862
733;55;15;;0.0;17;0;12861
734;55;22;;2.0;12;0;12860
735;55;23;;7.0;7;0;12859
736;55;26;;0.0;16;0;12858
737;55;2;;5.0;8;0;12857
738;55;24;;0.0;18;0;12856
739;55;14;;1.0;14;0;12855
740;55;13;;4.0;10;0;12854
741;55;32;;1.0;15;0;12853
742;55;3;;2.0;13;0;12852
743;55;17;;3.0;11;0;12851
744;55;31;;9.0;6;0;12850
745;55;18;;11.0;5;0;12849
746;55;8;;14.0;3;0;12848
747;55;30;;11.0;4;0;12847
748;55;4;;28.0;1;2;12846
749;56;34;;0.0;22;0;12889
750;56;27;;0.0;19;0;12888
751;56;35;;5.0;11;0;12887
752;56;21;;15.0;4;1;12886
753;56;11;;0.0;20;0;12885
754;56;33;;0.0;21;0;12884
755;56;15;;0.0;17;0;12883
756;56;22;;2.0;12;0;12882
757;56;23;;7.0;8;0;12881
758;56;26;;0.0;16;0;12880
759;56;2;;5.0;10;0;12879
760;56;24;;0.0;18;0;12878
761;56;14;;1.0;14;0;12877
762;56;13;;9.0;7;0;12876
763;56;32;;1.0;15;0;12875
764;56;3;;2.0;13;0;12874
765;56;17;;6.0;9;0;12873
766;56;31;;15.0;5;0;12872
767;56;18;;13.0;6;0;12871
768;56;8;;18.0;3;0;12870
769;56;30;;21.0;2;1;12869
770;56;4;;36.0;1;2;12868
771;57;34;;0.0;22;0;12911
772;57;27;;0.0;19;0;12910
773;57;35;;6.0;11;0;12909
774;57;21;;18.0;4;1;12908
775;57;11;;0.0;21;0;12907
776;57;33;;0.0;20;0;12906
777;57;15;;0.0;16;0;12905
778;57;22;;6.0;9;0;12904
779;57;23;;7.0;8;0;12903
780;57;26;;0.0;17;0;12902
781;57;2;;5.0;12;0;12901
782;57;24;;0.0;18;0;12900
783;57;14;;1.0;14;0;12899
784;57;13;;15.0;5;0;12898
785;57;32;;1.0;15;0;12897
786;57;3;;4.0;13;0;12896
787;57;17;;6.0;10;0;12895
788;57;31;;15.0;6;0;12894
789;57;18;;13.0;7;0;12893
790;57;8;;23.0;3;0;12892
791;57;30;;31.0;2;2;12891
792;57;4;;44.0;1;2;12890
793;58;34;;0.0;22;0;12933
